age,auto_evaluation,dernier_diplome,etudes_hors_france,frequence_actualite,frequence_cinema,interests,livres_lus,nationalite,nombre_pays_visites,regarde_telerealite,temps_reseaux_sociaux,type_etudes,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15,question16,question17,question18,question19,question20,score
27,1,aucun,oui,quotidien,tres_souvent,"['cuisine', 'mangas']",0-10,fr,0,oui,moins_1h,Scientifique,correct,incorrect,correct,incorect,correct,incorrect,correct,incorrect,incorrect,incorect,incorrect,incorrect,incorect,incorrect,incorect,incorect,incorect,incorect,correct,incorect,5
